an,materie,materie_label,sesiune,sesiune_label,tip,fisier,cale,marime_bytes,sha256
2018,istorie,Istorie,simulare,Simulare,barem,2018-simulare-barem.pdf,bac/2018/istorie/simulare/2018-simulare-barem.pdf,50807,70f2ab36b87c46238720b1ccdbbe194160478cb6527cc22e3332aa9e5c937f76
2018,istorie,Istorie,simulare,Simulare,subiect,2018-simulare-subiect.pdf,bac/2018/istorie/simulare/2018-simulare-subiect.pdf,58234,00b108109cc0adb5c2fdcb911b9da8ccc8a6a3efd0c5b259de7463b95e52af19
2018,logica,Logica,simulare,Simulare,barem,2018-simulare-barem.pdf,bac/2018/logica/simulare/2018-simulare-barem.pdf,93921,1175976259b32dcc74deea6d97f75e9ba573dd186fe1526de82e2ea12f5f136a
2018,logica,Logica,simulare,Simulare,subiect,2018-simulare-subiect.pdf,bac/2018/logica/simulare/2018-simulare-subiect.pdf,133198,073272791ee6b68979b47f2baaf854667a7d7bcb97b0293aca41b7931dbc9e83
2019,filosofie,Filosofie,sesiune-august,Sesiunea august,barem,2019-august-barem.pdf,bac/2019/filosofie/sesiune-august/2019-august-barem.pdf,49098,4cf85fa30832aaf64056abe7181afa82868dd3f94063f2fbbc585b3dbdee5332
2019,filosofie,Filosofie,sesiune-august,Sesiunea august,subiect,2019-august-subiect.pdf,bac/2019/filosofie/sesiune-august/2019-august-subiect.pdf,123627,c841161d20ac2c6b7d006c81dedbc89b93cf8fb2064c12e663db82973eefafca
2019,filosofie,Filosofie,sesiune-iunie-iulie,Sesiunea iunie-iulie,barem,2019-iunie-iulie-barem.pdf,bac/2019/filosofie/sesiune-iunie-iulie/2019-iunie-iulie-barem.pdf,48517,11fad6c1f84923da616f52e990ec87b95366e56a630b91c80c96bc8898005601
2019,filosofie,Filosofie,sesiune-iunie-iulie,Sesiunea iunie-iulie,subiect,2019-iunie-iulie-subiect.pdf,bac/2019/filosofie/sesiune-iunie-iulie/2019-iunie-iulie-subiect.pdf,113637,2ee06d79e8b2dae9cd1fce6ae8fb860e61aa6b4a3f65c670c9d6b78babe595fe
2019,filosofie,Filosofie,simulare,Simulare,barem,2019-simulare-barem.pdf,bac/2019/filosofie/simulare/2019-simulare-barem.pdf,46770,e263652d2b3ee0f466b4f1a95609b3988d95e7c8e04415d099bab141b5d68d13
2019,filosofie,Filosofie,simulare,Simulare,subiect,2019-simulare-subiect.pdf,bac/2019/filosofie/simulare/2019-simulare-subiect.pdf,144751,7c761b02087fba936d11711523a34d556b7820650c4342e9f401a1d3a504dfdc
2019,istorie,Istorie,sesiune-august,Sesiunea august,barem,2019-august-barem.pdf,bac/2019/istorie/sesiune-august/2019-august-barem.pdf,153634,f84fc838306e6a34f2db57553e52ade586c344cdb177dafd58b06218738fdf4b
2019,istorie,Istorie,sesiune-august,Sesiunea august,subiect,2019-august-subiect.pdf,bac/2019/istorie/sesiune-august/2019-august-subiect.pdf,142735,7e6f8069c84db4eb6cb147ab51d050dbf783e3214ce693d7eb65253da92349f4
2019,istorie,Istorie,sesiune-iunie-iulie,Sesiunea iunie-iulie,barem,2019-iunie-iulie-barem.pdf,bac/2019/istorie/sesiune-iunie-iulie/2019-iunie-iulie-barem.pdf,153405,845f0c05cd0b6a5125d957c94cf601375d5ef62784c9b734166983346a9c3a9a
2019,istorie,Istorie,sesiune-iunie-iulie,Sesiunea iunie-iulie,subiect,2019-iunie-iulie-subiect.pdf,bac/2019/istorie/sesiune-iunie-iulie/2019-iunie-iulie-subiect.pdf,149167,fdb603a4e20220c5a3ae10071fba59b04c5288cc9837785210c148fe64cffac4
