an,materie,materie_label,sesiune,sesiune_label,tip,fisier,cale,marime_bytes,sha256
2023,romana,Limba romana,sesiune-iunie,Sesiunea iunie,barem,2023-iunie-romana-uman-ped-barem.pdf,bac/2023/romana/sesiune-iunie/2023-iunie-romana-uman-ped-barem.pdf,181802,4df78f70c5d94f5c9b8cf62d4f0a6e0d83c258dca91317144d45007a549d819e
2023,romana,Limba romana,sesiune-iunie,Sesiunea iunie,subiect,2023-iunie-romana-uman-ped-subiect.pdf,bac/2023/romana/sesiune-iunie/2023-iunie-romana-uman-ped-subiect.pdf,186069,8708e3546db314c04b1de6b60e212131a46ef0f423c7e81d5d6753cfead6c828
2023,romana,Limba romana,sesiune-speciala,Sesiunea speciala,barem,2023-speciala-romana-real-tehn-barem.pdf,bac/2023/romana/sesiune-speciala/2023-speciala-romana-real-tehn-barem.pdf,184169,53a21d9c3c9cade520666ef922c20685371ff68cc29dfeb3db5cbaadf1e9427e
2023,romana,Limba romana,sesiune-speciala,Sesiunea speciala,subiect,2023-speciala-romana-real-tehn-subiect.pdf,bac/2023/romana/sesiune-speciala/2023-speciala-romana-real-tehn-subiect.pdf,191769,75cbc80262305658b10d4a8fbe3d43c892c55b386ff09a5e33c37378658d6962
2023,romana,Limba romana,sesiune-speciala,Sesiunea speciala,barem,2023-speciala-romana-uman-ped-barem.pdf,bac/2023/romana/sesiune-speciala/2023-speciala-romana-uman-ped-barem.pdf,182586,54704ae082e0d1a66c0538986eb534be6fe51e4d78e3950e80e5920cac3236b2
2023,romana,Limba romana,sesiune-speciala,Sesiunea speciala,subiect,2023-speciala-romana-uman-ped-subiect.pdf,bac/2023/romana/sesiune-speciala/2023-speciala-romana-uman-ped-subiect.pdf,191216,65f0f5c8f1a4cba9f4888c8ed29618e766fb61de73374aefa0bf58e96ea3d541
2023,romana,Limba romana,simulare,Simulare,barem,2023-simulare-real-tehnologic-barem.pdf,bac/2023/romana/simulare/2023-simulare-real-tehnologic-barem.pdf,183022,6cb354d0391ed01df1ce638a8dfb676c71fd09775f3329c449102edebd702589
2023,romana,Limba romana,simulare,Simulare,subiect,2023-simulare-real-tehnologic-subiect.pdf,bac/2023/romana/simulare/2023-simulare-real-tehnologic-subiect.pdf,206635,604a01d9b9a6cbb3162ab448356a508d47a40e0e98401d4070e4a70db8ce6893
2023,romana,Limba romana,simulare,Simulare,barem,2023-simulare-uman-pedagogic-barem.pdf,bac/2023/romana/simulare/2023-simulare-uman-pedagogic-barem.pdf,181043,a215189cd4839c615a9873f0032e48cfa1df23183cae4722787d51f6c77e3916
2023,romana,Limba romana,simulare,Simulare,subiect,2023-simulare-uman-pedagogic-subiect.pdf,bac/2023/romana/simulare/2023-simulare-uman-pedagogic-subiect.pdf,184317,6a0cbb97e539d4b15de647799cd23a3ebe506a3384631862211b08ee5bcf412a
2024,romana,Limba romana,model,Model,barem,2024-model-real-tehnologic-barem.pdf,bac/2024/romana/model/2024-model-real-tehnologic-barem.pdf,185805,e4dc59a55b002c6b810cf6a85071d4e15fce5a433bcdf83edbeb321390bfe4ee
2024,romana,Limba romana,model,Model,subiect,2024-model-real-tehnologic-subiect.pdf,bac/2024/romana/model/2024-model-real-tehnologic-subiect.pdf,183280,d3b89dc62fae4c05c8b9c69944b75b75ded1c6ea6207bb7dd8315b6d65ea79ff
2024,romana,Limba romana,model,Model,barem,2024-model-uman-pedagogic-barem.pdf,bac/2024/romana/model/2024-model-uman-pedagogic-barem.pdf,183997,7d801ec797f8b3f407e8274de0c7bbbe13d3e94ac282a24947351edbb8a58f54
2024,romana,Limba romana,model,Model,subiect,2024-model-uman-pedagogic-subiect.pdf,bac/2024/romana/model/2024-model-uman-pedagogic-subiect.pdf,182138,cd71fa3d0ce201bb7cba39ac4f84450a893ea00957fb87399d286172fce04cd7
2024,romana,Limba romana,rezerva-august,Rezerva august,barem,2024-august-rezerva-romana-real-tehn-barem.pdf,bac/2024/romana/rezerva-august/2024-august-rezerva-romana-real-tehn-barem.pdf,183585,445188f4d8072cb6992434a546aa333da1a5a70742898433d167bb56b326e2a4
2024,romana,Limba romana,rezerva-august,Rezerva august,subiect,2024-august-rezerva-romana-real-tehn-subiect.pdf,bac/2024/romana/rezerva-august/2024-august-rezerva-romana-real-tehn-subiect.pdf,189065,db723ae8572eecbff07f82c1a7f1d2791411cf9d78d61a7f7527e11090a2e66e
2024,romana,Limba romana,rezerva-iunie,Rezerva iunie,barem,2024-iunie-rezerva-romana-real-tehn-barem.pdf,bac/2024/romana/rezerva-iunie/2024-iunie-rezerva-romana-real-tehn-barem.pdf,183730,7a01a1122a4e58cb302f9ec77a37dde7ebae42b950b24039bf633f271b16a5f0
2024,romana,Limba romana,rezerva-iunie,Rezerva iunie,subiect,2024-iunie-rezerva-romana-real-tehn-subiect.pdf,bac/2024/romana/rezerva-iunie/2024-iunie-rezerva-romana-real-tehn-subiect.pdf,207086,2b17ef9efd71fc2d2de4ecbf629924d0c0a52190efc188f4436162cc72855ff1
2024,romana,Limba romana,rezerva-iunie,Rezerva iunie,barem,2024-iunie-rezerva-romana-uman-ped-barem.pdf,bac/2024/romana/rezerva-iunie/2024-iunie-rezerva-romana-uman-ped-barem.pdf,181629,57bd3cf0d4c0c6dc82142f54408faf4d1f42c02db7de59a550941b8ce41a613b
2024,romana,Limba romana,rezerva-iunie,Rezerva iunie,subiect,2024-iunie-rezerva-romana-uman-ped-subiect.pdf,bac/2024/romana/rezerva-iunie/2024-iunie-rezerva-romana-uman-ped-subiect.pdf,206941,88adbb67d2142206e587adcae49d026bc16976d14c2d02782b762bba4c519ede
